"ID","PUNITIVO","SEXO","EDAD","IDEOLOGIA","VICTIMA","RELIGION","ANO"
14110771,"0","0",56,5,"0","1",2014
14110993,"0","1",66,5,"0","1",2014
14111409,"0","1",22,10,"0","1",2014
14110111,"1","0",20,6,"1","1",2014
14110480,"0","1",22,3,"0","5",2014
14110679,"0","1",24,6,"0","1",2014
14111001,"1","1",41,4,"1","1",2014
14110099,"1","1",54,6,"0","1",2014
14110139,"1","1",32,6,"0","1",2014
14110941,"1","1",20,4,"0","1",2014
14110664,"1","0",29,5,"1","1",2014
14111477,"1","1",18,6,"0","1",2014
14110811,"1","0",34,7,"0","10",2014
14110774,"1","1",64,5,"0","1",2014
14111373,"0","0",19,5,"0","1",2014
14111296,"0","1",41,6,"0","1",2014
14110938,"1","0",27,6,"0","1",2014
14111435,"1","0",29,8,"0","5",2014
14110283,"0","1",66,7,"0","1",2014
14110541,"1","0",43,5,"1","1",2014
14111469,"0","1",59,5,"0","6",2014
14111048,"1","1",42,5,"1","1",2014
14111487,"1","1",20,8,"0","1",2014
14110763,"0","1",20,6,"1","1",2014
14110940,"1","0",57,5,"0","6",2014
14110165,"1","1",28,7,"0","1",2014
14110122,"1","0",53,4,"0","1",2014
14110689,"1","0",61,7,"1","1",2014
14110795,"0","1",55,6,"0","1",2014
14110179,"1","1",43,4,"0","5",2014
14110826,"1","0",34,5,"1","1",2014
14110545,"1","1",44,2,"0","1",2014
14111429,"0","1",46,7,"1","5",2014
14111293,"1","1",26,6,"1","1",2014
14110310,"0","0",53,3,"0","1",2014
14110680,"0","0",24,6,"1","1",2014
14110734,"0","0",27,10,"1","1",2014
14111315,"0","1",61,2,"0","1",2014
14110365,"1","0",34,4,"0","1",2014
14110256,"1","0",45,5,"0","1",2014
14111253,"1","0",19,3,"0","1",2014
14111252,"1","1",38,1,"0","1",2014
14111411,"0","0",53,2,"1","1",2014
14111083,"0","0",55,9,"0","1",2014
14110953,"1","0",52,10,"1","1",2014
14110368,"1","1",24,4,"1","5",2014
14111312,"0","1",21,6,"0","1",2014
14110166,"1","0",45,4,"0","1",2014
14110756,"1","1",33,5,"1","1",2014
14110300,"1","1",29,2,"1","5",2014
14110955,"1","0",25,6,"1","1",2014
14110765,"1","1",31,6,"0","1",2014
14110164,"1","0",25,3,"0","1",2014
14111357,"0","1",31,8,"1","1",2014
14110857,"0","1",35,5,"0","1",2014
14111162,"1","1",22,5,"1","1",2014
14110610,"0","0",54,5,"1","1",2014
14110878,"0","0",40,5,"0","1",2014
14110594,"1","1",38,5,"0","1",2014
14110707,"1","1",48,7,"0","5",2014
14110880,"1","1",20,6,"0","1",2014
14110286,"1","0",32,9,"1","1",2014
14111450,"0","0",25,5,"0","1",2014
14110666,"1","1",25,7,"0","1",2014
14111199,"1","1",40,8,"1","4",2014
14110670,"1","1",22,4,"0","4",2014
14110461,"1","1",26,8,"0","1",2014
14110107,"1","0",28,4,"0","1",2014
14110402,"1","1",28,6,"0","1",2014
14110971,"0","0",60,10,"0","1",2014
14111211,"1","0",20,8,"0","1",2014
14110548,"0","1",43,5,"0","1",2014
14111493,"1","0",39,4,"0","1",2014
14110978,"0","1",19,6,"1","1",2014
14110994,"1","0",40,8,"0","10",2014
14111085,"0","1",22,4,"0","1",2014
14111260,"1","1",45,8,"0","1",2014
14110025,"1","1",50,5,"1","1",2014
14111326,"1","1",29,7,"0","1",2014
14111019,"0","1",71,5,"1","1",2014
14111430,"1","0",30,6,"0","5",2014
14110586,"1","0",23,6,"0","1",2014
14111455,"1","0",75,10,"0","1",2014
14111294,"1","1",46,6,"0","1",2014
14110144,"1","1",48,3,"1","1",2014
14111318,"0","1",19,5,"0","1",2014
14111026,"0","1",67,6,"0","1",2014
14110489,"0","1",53,4,"0","1",2014
14110721,"1","0",59,7,"0","2",2014
14110045,"0","0",29,5,"0","1",2014
14110169,"1","0",38,2,"1","5",2014
14110858,"1","0",40,6,"1","1",2014
14110888,"1","1",37,8,"0","1",2014
14110454,"1","0",60,9,"0","1",2014
14110996,"1","1",34,5,"0","1",2014
14111155,"1","1",36,1,"1","1",2014
14110834,"1","1",49,10,"1","1",2014
14110883,"0","1",58,5,"0","1",2014
14110802,"0","0",38,8,"1","1",2014
14111280,"1","1",20,4,"1","1",2014
14110963,"0","1",45,2,"0","1",2014
14111468,"0","1",26,1,"1","5",2014
14111167,"1","0",48,7,"1","1",2014
14110453,"1","1",27,3,"0","1",2014
14110872,"0","1",22,4,"0","1",2014
14111114,"0","1",20,6,"1","9",2014
14111286,"1","0",23,5,"1","1",2014
14111100,"1","1",42,5,"1","1",2014
14110258,"1","1",28,1,"1","1",2014
14111051,"1","0",39,6,"1","1",2014
14111119,"1","0",36,4,"0","1",2014
14111445,"0","1",19,7,"0","1",2014
14110767,"1","1",46,5,"0","1",2014
14111250,"1","1",54,1,"0","5",2014
14110943,"1","1",42,6,"0","1",2014
14111094,"1","0",26,5,"0","1",2014
14110796,"1","1",23,4,"1","5",2014
14111189,"1","1",22,5,"0","4",2014
14110646,"0","0",40,5,"0","1",2014
14110891,"1","1",20,3,"1","2",2014
14111472,"1","0",59,6,"0","1",2014
14110199,"0","1",20,6,"0","1",2014
14110617,"1","0",56,6,"1","5",2014
14110488,"1","1",19,4,"0","1",2014
14110977,"0","0",22,6,"1","1",2014
14111285,"1","1",24,4,"1","1",2014
14110913,"1","1",34,5,"0","1",2014
14110420,"1","1",19,3,"0","1",2014
14111412,"1","1",82,3,"0","5",2014
14110265,"0","1",49,8,"1","6",2014
14111012,"0","0",29,5,"0","1",2014
14110900,"0","0",43,7,"0","2",2014
14110580,"0","0",47,1,"0","1",2014
14110519,"1","1",54,3,"0","1",2014
14110470,"0","1",69,5,"0","1",2014
14111360,"0","1",20,3,"1","1",2014
14110040,"0","0",53,7,"0","5",2014
14110700,"0","1",60,10,"0","1",2014
14110640,"1","0",31,4,"0","1",2014
14110398,"1","0",49,10,"1","1",2014
14111121,"0","1",56,5,"0","1",2014
14110173,"1","1",50,5,"0","1",2014
14110565,"1","1",32,5,"0","1",2014
14110641,"0","1",27,5,"0","1",2014
14111204,"1","0",30,6,"1","1",2014
14110132,"0","1",29,4,"1","1",2014
14110898,"1","0",24,5,"1","1",2014
14110865,"0","0",46,5,"1","1",2014
14111423,"1","1",20,6,"0","1",2014
14110143,"1","0",31,5,"0","1",2014
14110127,"1","0",25,5,"0","1",2014
14111226,"1","0",42,10,"0","1",2014
14110923,"1","0",42,5,"1","1",2014
14111380,"1","0",65,5,"1","1",2014
14111205,"1","1",22,6,"1","1",2014
14110120,"1","1",21,8,"0","4",2014
14111261,"1","1",51,8,"0","1",2014
14110786,"1","0",24,4,"1","1",2014
14110291,"1","0",19,3,"1","1",2014
14110417,"1","0",58,3,"0","2",2014
14110405,"1","0",46,5,"1","1",2014
14110692,"1","0",27,6,"0","1",2014
14110945,"1","1",24,5,"1","1",2014
14110817,"0","1",72,3,"1","1",2014
14111222,"0","1",25,5,"1","1",2014
14111102,"1","0",24,5,"1","1",2014
14110909,"0","1",37,5,"0","1",2014
14110124,"0","0",26,5,"0","1",2014
14110203,"0","0",53,1,"0","1",2014
14110024,"1","1",23,1,"1","4",2014
14111103,"0","0",44,5,"0","2",2014
14110157,"1","1",24,3,"1","1",2014
14110259,"1","0",63,5,"0","1",2014
14110428,"1","0",29,10,"0","1",2014
14110141,"0","1",30,6,"1","1",2014
14110864,"0","0",25,6,"0","1",2014
14110578,"0","0",30,7,"1","1",2014
14111484,"1","0",22,6,"1","2",2014
14111034,"1","0",74,3,"0","1",2014
14110643,"0","1",67,5,"0","1",2014
14110161,"0","1",37,5,"0","1",2014
14111362,"1","0",47,6,"0","1",2014
14110819,"1","0",30,5,"0","1",2014
14111489,"1","1",27,4,"0","1",2014
14111490,"0","0",25,5,"0","1",2014
14110611,"1","1",41,5,"0","1",2014
14111456,"0","1",69,3,"1","5",2014
14110789,"1","0",31,7,"0","1",2014
14110083,"0","0",61,4,"0","1",2014
14111431,"1","0",25,6,"0","4",2014
14111276,"0","0",24,6,"0","1",2014
14110964,"1","0",36,4,"0","1",2014
14111043,"0","0",36,7,"0","1",2014
14110262,"1","1",74,5,"1","1",2014
14110788,"0","1",63,4,"0","1",2014
14110791,"1","0",55,6,"1","1",2014
14111068,"1","1",46,6,"0","1",2014
14110708,"1","1",36,8,"1","5",2014
14110103,"1","1",23,5,"1","1",2014
14110561,"0","0",40,6,"1","1",2014
14110770,"1","0",25,4,"1","1",2014
14111002,"1","0",28,6,"1","1",2014
14111166,"1","0",30,6,"1","1",2014
14110722,"1","1",50,3,"0","1",2014
14111422,"1","1",33,5,"0","2",2014
14110277,"1","0",27,8,"0","1",2014
14110697,"1","0",32,7,"1","1",2014
14111152,"0","1",31,5,"1","1",2014
14110980,"0","0",49,3,"1","1",2014
14110798,"0","1",31,5,"0","1",2014
14110575,"0","1",70,6,"0","1",2014
14111441,"1","0",37,5,"0","1",2014
14110554,"1","0",22,6,"1","1",2014
14111371,"0","1",34,5,"0","1",2014
14110422,"1","1",30,7,"0","1",2014
14111093,"0","1",49,6,"0","1",2014
14111104,"0","1",73,5,"0","1",2014
14110620,"0","1",48,3,"0","1",2014
14110935,"0","0",57,2,"0","1",2014
14110284,"0","1",27,3,"1","1",2014
14111143,"0","1",36,6,"0","1",2014
14111195,"0","1",45,8,"0","2",2014
14111084,"1","1",34,7,"1","1",2014
14110031,"0","0",68,3,"1","1",2014
14111275,"0","0",40,5,"1","1",2014
14110847,"1","1",35,4,"0","1",2014
14111135,"1","0",32,5,"1","1",2014
14110779,"0","1",26,9,"1","1",2014
14111066,"1","0",25,4,"1","1",2014
14110899,"1","1",37,6,"0","1",2014
14111229,"1","1",45,9,"1","1",2014
14110140,"0","0",65,9,"0","1",2014
14111225,"0","1",83,9,"0","1",2014
14110716,"1","0",29,8,"0","1",2014
14110822,"1","1",18,4,"0","1",2014
14110682,"1","1",58,6,"1","1",2014
14110705,"1","0",23,8,"1","1",2014
14111064,"1","1",37,5,"0","1",2014
14110467,"1","1",33,4,"0","1",2014
14110175,"1","1",22,3,"1","1",2014
14111451,"1","1",59,5,"0","1",2014
14111482,"0","0",21,5,"0","1",2014
14111433,"1","0",49,5,"0","1",2014
14110911,"1","0",52,5,"0","5",2014
14111270,"1","0",44,6,"0","1",2014
14110158,"1","0",28,5,"1","1",2014
14110463,"1","1",53,4,"0","5",2014
14110287,"1","0",18,9,"0","1",2014
14110956,"1","0",49,8,"0","6",2014
14110778,"0","0",24,2,"1","1",2014
14110827,"1","1",37,9,"1","1",2014
14111492,"1","1",45,4,"0","1",2014
14110677,"0","0",46,4,"1","1",2014
14111006,"1","1",21,5,"0","1",2014
14110836,"0","1",45,5,"1","1",2014
14110648,"1","1",20,5,"1","1",2014
14111414,"0","1",29,6,"0","1",2014
14110431,"1","0",36,3,"0","1",2014
14110257,"0","0",21,1,"1","1",2014
14111197,"1","1",21,9,"0","2",2014
14110525,"1","1",30,5,"0","4",2014
14110815,"1","1",21,6,"1","1",2014
14110131,"0","1",34,4,"1","1",2014
14110615,"1","1",19,10,"1","1",2014
14111194,"0","0",64,9,"0","1",2014
14110263,"1","0",20,5,"0","1",2014
14111453,"0","0",45,2,"0","1",2014
14111210,"1","1",45,7,"0","5",2014
14110272,"1","0",56,3,"1","1",2014
14110043,"0","1",19,10,"0","1",2014
14111029,"1","1",28,3,"0","5",2014
14111359,"0","0",33,10,"0","1",2014
14111214,"1","1",35,6,"1","5",2014
14110986,"1","0",19,5,"1","4",2014
14110556,"1","0",49,5,"1","5",2014
14111067,"1","0",43,8,"1","1",2014
14110551,"1","0",27,5,"1","1",2014
14110362,"1","1",40,5,"1","1",2014
14110777,"1","1",49,3,"1","1",2014
14110668,"0","1",31,5,"0","1",2014
14110856,"1","0",45,6,"0","1",2014
14110869,"1","1",38,8,"1","1",2014
14110066,"1","0",41,6,"0","4",2014
14111212,"1","1",19,5,"0","1",2014
14111087,"1","0",31,6,"0","1",2014
14111448,"1","0",44,7,"1","1",2014
14111165,"1","1",39,6,"1","1",2014
14110799,"1","1",20,8,"0","1",2014
14111470,"1","1",44,7,"1","1",2014
14110675,"1","0",26,8,"0","1",2014
14110204,"0","0",55,1,"0","5",2014
14110844,"1","1",35,5,"1","1",2014
14110974,"1","1",34,2,"1","1",2014
14111175,"0","1",31,5,"0","1",2014
14110687,"1","0",19,6,"0","1",2014
14110522,"1","0",63,9,"0","5",2014
14111139,"1","1",34,8,"0","1",2014
14111057,"0","1",56,5,"0","1",2014
14111486,"0","1",40,7,"0","1",2014
14110764,"1","0",30,7,"0","2",2014
14110999,"1","1",27,6,"0","1",2014
14111126,"1","0",37,3,"0","1",2014
14110035,"1","0",30,8,"0","1",2014
14110981,"1","1",48,2,"1","1",2014
14110742,"0","1",23,10,"0","1",2014
14111265,"1","0",23,7,"1","1",2014
14110474,"1","0",19,4,"0","9",2014
14111163,"1","0",41,5,"0","1",2014
14110737,"1","1",22,4,"0","1",2014
14110741,"1","1",66,6,"0","1",2014
14110849,"1","0",32,3,"0","1",2014
14110965,"0","1",49,7,"1","5",2014
14110168,"1","1",46,4,"0","5",2014
14111232,"1","0",34,6,"0","2",2014
14110118,"0","0",19,4,"1","1",2014
14110713,"1","1",43,8,"0","1",2014
14110612,"1","0",25,8,"0","1",2014
14111255,"1","0",22,9,"1","1",2014
14111045,"1","0",20,4,"1","1",2014
14110749,"1","0",60,7,"1","1",2014
14111458,"0","1",40,8,"0","1",2014
14110564,"0","1",39,6,"0","1",2014
14110813,"1","1",85,5,"1","1",2014
14110100,"0","1",21,5,"0","1",2014
14111491,"1","0",60,4,"0","5",2014
14110121,"1","0",37,5,"0","1",2014
14111207,"1","0",44,7,"1","1",2014
14111440,"1","0",58,7,"0","1",2014
14111190,"1","1",41,9,"0","1",2014
14111462,"0","0",21,4,"1","4",2014
14110555,"0","1",48,2,"0","1",2014
14111164,"1","0",19,5,"0","1",2014
14110260,"1","1",38,5,"0","2",2014
14110482,"1","1",54,5,"1","1",2014
14111134,"1","1",18,3,"1","1",2014
14110581,"0","1",36,5,"0","1",2014
14110873,"0","1",44,5,"1","1",2014
14110947,"1","1",59,4,"0","1",2014
14111112,"0","0",22,4,"0","1",2014
14111408,"0","0",37,5,"0","5",2014
14110937,"1","0",44,5,"0","1",2014
14111138,"0","0",61,4,"0","5",2014
14110755,"1","1",26,5,"0","1",2014
14110429,"1","1",23,6,"0","1",2014
14111407,"0","1",87,5,"0","1",2014
14111480,"1","0",49,6,"0","1",2014
14110644,"1","0",66,5,"0","1",2014
14111443,"0","1",67,7,"0","1",2014
14110126,"1","1",58,5,"0","4",2014
14110621,"1","0",19,6,"0","1",2014
14110478,"1","1",78,9,"1","1",2014
14110295,"1","1",31,5,"0","1",2014
14110430,"0","1",64,5,"0","1",2014
14110665,"1","1",40,6,"1","1",2014
14111040,"0","1",43,5,"0","9",2014
14110427,"1","1",36,6,"0","1",2014
14110852,"1","0",67,8,"0","1",2014
14110792,"0","0",29,5,"1","1",2014
14110312,"0","0",32,7,"0","1",2014
14110298,"0","1",52,5,"1","1",2014
14110027,"1","1",32,3,"0","5",2014
14110570,"1","0",23,6,"1","1",2014
14111288,"0","0",56,3,"0","1",2014
14110285,"1","0",64,5,"0","1",2014
14110695,"1","1",42,5,"0","1",2014
14111090,"1","0",20,7,"0","1",2014
14110407,"0","1",31,5,"0","5",2014
14111193,"0","0",43,7,"0","1",2014
14110895,"0","0",57,5,"0","1",2014
14110877,"1","1",73,8,"0","1",2014
14111137,"0","1",19,5,"1","1",2014
14111014,"1","1",40,1,"1","1",2014
14110135,"1","1",52,6,"1","1",2014
14110882,"0","0",21,8,"0","1",2014
14111192,"1","1",45,10,"0","1",2014
14111196,"1","0",49,10,"0","1",2014
14110681,"1","0",39,8,"0","1",2014
14110591,"1","1",22,5,"1","1",2014
14110782,"1","0",19,6,"0","1",2014
14110280,"0","0",34,5,"1","1",2014
14110901,"1","1",72,7,"0","1",2014
14111424,"1","0",35,8,"0","1",2014
14111483,"0","0",33,7,"0","1",2014
14110075,"1","0",23,9,"0","5",2014
14110678,"1","1",34,6,"1","5",2014
14111009,"1","0",34,5,"1","1",2014
14110642,"0","1",34,7,"0","1",2014
14110520,"0","0",19,5,"0","5",2014
14110133,"1","0",41,5,"0","1",2014
14110871,"0","1",49,4,"0","3",2014
14110790,"1","1",20,1,"0","1",2014
14110816,"0","1",40,5,"1","1",2014
14110418,"1","0",35,4,"0","1",2014
14111120,"0","1",39,5,"0","1",2014
14110825,"0","1",24,8,"0","9",2014
14110032,"1","1",63,1,"0","1",2014
14110468,"0","0",30,6,"0","5",2014
14110019,"1","1",49,5,"1","1",2014
14111082,"1","1",57,5,"0","1",2014
14110714,"0","1",24,3,"0","1",2014
14110082,"1","1",38,5,"0","1",2014
14110950,"1","0",30,2,"0","1",2014
14111021,"0","0",58,6,"0","5",2014
14110479,"0","1",37,10,"0","1",2014
14111108,"1","1",45,1,"1","2",2014
14111372,"0","0",33,5,"1","1",2014
14110933,"0","1",40,6,"1","4",2014
14111495,"1","0",20,1,"0","1",2014
14110973,"0","0",42,5,"0","1",2014
14110832,"1","1",30,7,"1","1",2014
14110112,"1","1",41,3,"1","1",2014
14111024,"1","0",38,5,"0","1",2014
14111096,"1","0",72,8,"0","1",2014
14111295,"1","0",25,8,"0","1",2014
14110881,"1","1",32,5,"1","5",2014
14110415,"0","0",28,2,"1","1",2014
14110142,"1","0",26,6,"0","1",2014
14111284,"1","0",44,6,"1","1",2014
14111046,"1","0",34,5,"0","5",2014
14110709,"0","1",72,8,"1","1",2014
14111170,"1","1",71,8,"0","1",2014
14110125,"1","1",30,6,"0","1",2014
14111428,"0","1",53,8,"0","5",2014
14111426,"0","0",25,6,"1","2",2014
14110464,"1","0",32,3,"1","1",2014
14110926,"0","1",61,6,"0","1",2014
14111375,"1","0",32,5,"1","1",2014
14110886,"0","0",40,5,"0","1",2014
14110959,"1","0",40,6,"1","1",2014
14110863,"1","0",25,7,"1","1",2014
14110176,"1","0",41,5,"0","5",2014
14111159,"0","0",55,5,"0","1",2014
14110074,"0","0",36,4,"0","5",2014
14111132,"0","0",25,5,"0","1",2014
14111174,"1","0",53,10,"0","1",2014
14110559,"1","0",26,3,"0","5",2014
14110014,"1","1",29,2,"0","1",2014
14110022,"0","0",50,5,"1","1",2014
14111496,"1","0",38,3,"0","4",2014
14110553,"1","0",44,2,"0","5",2014
14111157,"0","0",22,5,"1","1",2014
14110029,"1","0",36,2,"1","1",2014
14111131,"1","1",47,4,"1","4",2014
14110524,"1","1",70,5,"0","5",2014
14111071,"0","0",40,6,"0","5",2014
14111031,"0","0",28,5,"0","5",2014
14110105,"0","1",59,8,"0","1",2014
14110867,"1","0",50,8,"0","4",2014
14110814,"1","0",29,1,"1","1",2014
14110123,"0","1",44,8,"1","1",2014
14110270,"0","0",23,4,"0","1",2014
14111317,"1","0",40,8,"1","1",2014
14110739,"1","0",31,5,"0","1",2014
14110469,"0","1",34,5,"0","5",2014
14110604,"0","0",44,6,"0","1",2014
14110552,"1","0",50,5,"0","1",2014
14110020,"0","0",24,3,"1","1",2014
14110743,"0","1",43,7,"0","1",2014
14111033,"0","1",22,9,"1","4",2014
14110363,"1","1",29,10,"0","4",2014
14110596,"1","1",72,6,"0","1",2014
14110932,"1","1",25,7,"1","4",2014
14110845,"0","0",19,5,"0","1",2014
14111473,"0","1",51,2,"0","1",2014
14111133,"1","1",44,6,"0","1",2014
18110166,"1","0",21,5,"1","1",2019
18110282,"1","1",60,4,"1","5",2019
18110366,"0","1",23,1,"0","5",2019
18110544,"1","1",36,6,"0","1",2019
18111337,"1","0",78,5,"0","1",2019
18111053,"1","1",20,7,"1","1",2019
18110843,"0","0",40,8,"0","2",2019
18110148,"1","1",68,9,"0","1",2019
18111669,"1","1",42,4,"1","1",2019
18110558,"1","0",30,3,"0","2",2019
18110734,"0","1",30,8,"1","5",2019
18110143,"1","1",43,7,"1","1",2019
18110271,"1","0",28,5,"1","1",2019
18110024,"1","1",56,8,"0","1",2019
18111333,"1","0",18,2,"0","5",2019
18110948,"1","0",68,1,"0","1",2019
18111257,"0","0",32,5,"1","1",2019
18110698,"1","0",40,5,"0","1",2019
18110879,"1","0",52,5,"0","1",2019
18111048,"0","0",21,3,"1","1",2019
18111447,"1","0",19,6,"0","1",2019
18111651,"0","1",45,10,"0","1",2019
18111283,"0","1",23,7,"0","9",2019
18111388,"1","1",25,7,"1","1",2019
18110947,"0","1",18,4,"1","1",2019
18111525,"0","0",55,7,"1","1",2019
18111722,"1","1",27,5,"1","4",2019
18111678,"1","0",32,6,"1","2",2019
18111655,"1","1",50,5,"0","1",2019
18110479,"1","1",21,6,"1","1",2019
18110941,"1","1",47,5,"1","1",2019
18110654,"1","0",59,3,"0","1",2019
18110210,"0","0",39,3,"0","1",2019
18110643,"1","0",20,5,"0","1",2019
18110276,"1","0",30,6,"1","1",2019
18110520,"1","1",52,6,"1","1",2019
18111066,"1","0",56,6,"1","1",2019
18111295,"1","0",21,5,"0","1",2019
18110615,"1","1",26,6,"0","1",2019
18111423,"1","0",35,10,"0","1",2019
18111508,"1","1",30,6,"1","1",2019
18110325,"1","1",34,6,"1","9",2019
18110782,"1","1",66,6,"1","1",2019
18110682,"1","0",24,3,"0","1",2019
18111132,"1","1",26,7,"0","1",2019
18110759,"0","0",18,6,"1","4",2019
18110367,"1","1",53,4,"0","1",2019
18110742,"1","0",45,7,"0","1",2019
18110018,"0","0",25,5,"0","5",2019
18110280,"1","0",41,5,"1","1",2019
18110228,"1","0",62,1,"0","9",2019
18111370,"0","1",29,5,"1","1",2019
18111637,"1","1",38,3,"0","9",2019
18110369,"1","0",44,7,"1","1",2019
18110765,"0","1",53,5,"0","1",2019
18111480,"1","1",27,6,"0","4",2019
18110814,"0","1",42,5,"0","1",2019
18111029,"0","1",49,6,"0","1",2019
18110308,"1","0",19,5,"1","1",2019
18111340,"1","0",30,5,"0","1",2019
18110408,"1","1",21,5,"0","5",2019
18110855,"1","1",45,4,"1","1",2019
18111121,"1","0",23,6,"0","1",2019
18110043,"0","0",55,8,"0","1",2019
18110816,"1","0",39,6,"1","1",2019
18110436,"0","1",20,7,"0","1",2019
18111239,"0","1",42,10,"0","5",2019
18110473,"0","0",48,5,"0","1",2019
18110548,"1","0",26,5,"1","1",2019
18110697,"0","1",19,8,"1","4",2019
18110957,"0","1",44,5,"0","1",2019
18110942,"1","0",60,5,"0","4",2019
18110916,"0","1",21,10,"0","1",2019
18110305,"0","1",51,6,"0","1",2019
18110090,"1","1",58,10,"0","1",2019
18110293,"1","1",65,5,"1","4",2019
18111684,"1","0",29,5,"1","4",2019
18111095,"0","0",22,7,"1","1",2019
18111331,"0","1",32,7,"0","4",2019
18111007,"1","1",35,1,"0","1",2019
18111639,"1","0",47,9,"0","1",2019
18111148,"0","0",43,2,"0","4",2019
18111161,"0","0",20,5,"0","1",2019
18110165,"1","1",68,10,"1","1",2019
18110313,"1","0",31,6,"0","4",2019
18111227,"1","1",38,6,"0","1",2019
18110857,"0","0",27,3,"1","4",2019
18111389,"1","0",42,5,"0","1",2019
18110502,"1","0",58,7,"1","1",2019
18111570,"0","1",26,7,"1","1",2019
18111463,"0","0",43,5,"0","1",2019
18111595,"1","0",67,10,"0","1",2019
18110019,"1","0",36,1,"1","1",2019
18110457,"1","0",27,4,"1","1",2019
18110131,"0","1",19,3,"0","1",2019
18110660,"1","1",47,6,"1","1",2019
18110944,"1","1",42,6,"0","1",2019
18110167,"1","1",44,8,"1","1",2019
18111360,"0","1",19,5,"0","1",2019
18111752,"0","0",23,7,"1","1",2019
18110622,"0","1",29,5,"0","1",2019
18110661,"0","1",44,6,"0","1",2019
18110652,"0","1",76,5,"0","1",2019
18111406,"0","1",28,5,"0","2",2019
18110687,"1","1",47,5,"1","1",2019
18110794,"1","0",65,3,"0","1",2019
